analysis_sample,method,matrix_name,d_det,weighting,source_candidate,n_elements,total_weight,weight_pct
WHY_EUROPE,EFA,matrix_32_z_abs,9,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,EFA,matrix_32_z_abs,10,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,EFA,matrix_32_z_abs,10,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,EFA,matrix_32_z_abs,10,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,EFA,matrix_32_z_abs,10,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,EFA,matrix_32_z_abs,10,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,EFA,matrix_32_z_abs,11,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,EFA,matrix_32_z_abs,11,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,EFA,matrix_32_z_abs,11,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,EFA,matrix_32_z_abs,11,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,EFA,matrix_32_z_abs,11,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,EFA,matrix_32_z_abs,12,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,EFA,matrix_32_z_abs,12,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,EFA,matrix_32_z_abs,12,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,EFA,matrix_32_z_abs,12,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,EFA,matrix_32_z_abs,12,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,EFA,matrix_32_z_abs,13,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,EFA,matrix_32_z_abs,13,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,EFA,matrix_32_z_abs,13,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,EFA,matrix_32_z_abs,13,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,EFA,matrix_32_z_abs,13,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,EFA,matrix_32_z_abs,14,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,EFA,matrix_32_z_abs,14,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,EFA,matrix_32_z_abs,14,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,EFA,matrix_32_z_abs,14,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,EFA,matrix_32_z_abs,14,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,EFA,matrix_32_z_abs,15,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,EFA,matrix_32_z_abs,15,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,EFA,matrix_32_z_abs,15,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,EFA,matrix_32_z_abs,15,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,EFA,matrix_32_z_abs,15,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,8,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,8,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,8,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,8,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,8,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,9,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,9,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,9,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,9,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,9,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,10,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,10,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,10,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,10,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,10,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,11,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,11,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,11,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,11,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,11,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,12,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,12,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,12,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,12,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,12,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,13,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,13,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,13,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,13,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,13,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,14,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,14,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,14,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,14,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,14,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,15,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,15,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,15,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,15,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,15,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,8,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,8,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,8,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,8,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,8,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,9,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,9,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,9,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,9,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,9,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,10,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,10,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,10,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,10,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,10,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,11,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,11,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,11,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,11,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,11,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,12,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,12,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,12,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,12,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,12,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,13,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,13,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,13,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,13,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,13,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,14,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,14,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,14,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,14,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,14,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,15,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,15,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,15,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,15,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,15,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,8,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,8,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,8,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,8,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,8,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,9,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,9,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,9,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,9,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,9,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,10,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,10,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,10,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,10,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,10,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,11,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,11,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,11,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,11,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,11,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,12,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,12,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,12,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,12,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,12,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,13,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,13,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,13,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,13,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,13,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,14,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,14,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,14,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,14,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,14,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,15,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,15,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,15,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,15,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,15,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,8,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,8,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_z_abs,8,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_z_abs,8,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_z_abs,8,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,9,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,9,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_z_abs,9,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_z_abs,9,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_z_abs,9,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,10,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,10,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_z_abs,10,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_z_abs,10,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_z_abs,10,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,11,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,11,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_z_abs,11,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_z_abs,11,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_z_abs,11,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,12,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,12,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_z_abs,12,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_z_abs,12,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_z_abs,12,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,13,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,13,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_z_abs,13,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_z_abs,13,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_z_abs,13,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,14,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,14,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_z_abs,14,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_z_abs,14,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_z_abs,14,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,15,equal_candidate,4,400,100,19.999999999999954
WHY_EUROPE,KMEANS,matrix_32_z_abs,15,equal_candidate,5,500,100.00000000000088,20.000000000000128
WHY_EUROPE,KMEANS,matrix_32_z_abs,15,equal_candidate,6,600,100.00000000000065,20.000000000000085
WHY_EUROPE,KMEANS,matrix_32_z_abs,15,equal_candidate,7,700,99.99999999999957,19.999999999999872
WHY_EUROPE,KMEANS,matrix_32_z_abs,15,equal_candidate,8,800,100,19.999999999999954
WHY_EUROPE,EFA,matrix_32_ext_0_1,8,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_ext_0_1,8,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,8,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_ext_0_1,8,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_ext_0_1,8,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,9,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_ext_0_1,9,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,9,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_ext_0_1,9,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_ext_0_1,9,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,10,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_ext_0_1,10,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,10,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_ext_0_1,10,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_ext_0_1,10,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,11,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_ext_0_1,11,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,11,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_ext_0_1,11,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_ext_0_1,11,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,12,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_ext_0_1,12,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,12,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_ext_0_1,12,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_ext_0_1,12,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,13,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_ext_0_1,13,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,13,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_ext_0_1,13,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_ext_0_1,13,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,14,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_ext_0_1,14,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,14,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_ext_0_1,14,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_ext_0_1,14,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,15,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_ext_0_1,15,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,15,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_ext_0_1,15,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_ext_0_1,15,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,8,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_pos_0_1,8,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,8,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_pos_0_1,8,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_pos_0_1,8,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,9,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_pos_0_1,9,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,9,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_pos_0_1,9,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_pos_0_1,9,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,10,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_pos_0_1,10,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,10,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_pos_0_1,10,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_pos_0_1,10,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,11,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_pos_0_1,11,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,11,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_pos_0_1,11,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_pos_0_1,11,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,12,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_pos_0_1,12,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,12,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_pos_0_1,12,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_pos_0_1,12,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,13,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_pos_0_1,13,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,13,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_pos_0_1,13,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_pos_0_1,13,equal_element,8,800,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,14,equal_element,4,400,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_pos_0_1,14,equal_element,5,500,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,14,equal_element,6,600,600,20
WHY_EUROPE,EFA,matrix_32_pos_0_1,14,equal_element,7,700,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_pos_0_1,14,equal_element,8,800,800,26.666666666666668
