"mode","scenario","type","K","D","cluster","n_active_dims","active_dims","n_patterns","pct_total_patterns","pct_rest_patterns","assigned_pct","unassigned_pct"
"9","10-9","pos",5,6,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",66,97.0588235294118,100,87.55925,12.44075
"9","10-9","pos",5,6,2,6,"FINANCIAL | SECURITY | RELATEDNESS | STIMULATION | POPULARITY | MEANING",2,2.94117647058824,2.94117647058823,87.55925,12.44075
"9","10-9","pos",5,8,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",68,100,100,87.55925,12.44075
"9","10-9","pos",5,10,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",68,100,100,87.55925,12.44075
"9","10-9","pos",6,0,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",1,1.47058823529412,100,89.9259125,10.0740875
"9","10-9","pos",6,0,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,1.47058823529412,98.5294117647059,89.9259125,10.0740875
"9","10-9","pos",6,0,3,4,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY",1,1.47058823529412,97.0588235294118,89.9259125,10.0740875
"9","10-9","pos",6,0,4,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS",1,1.47058823529412,95.5882352941177,89.9259125,10.0740875
"9","10-9","pos",6,0,5,8,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY",1,1.47058823529412,94.1176470588235,89.9259125,10.0740875
"9","10-9","pos",6,0,6,3,"FINANCIAL | COMPETENCE | AUTONOMY",1,1.47058823529412,92.6470588235294,89.9259125,10.0740875
"9","10-9","pos",6,2,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",28,41.1764705882353,100,89.9259125,10.0740875
"9","10-9","pos",6,2,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",14,20.5882352941176,58.8235294117647,89.9259125,10.0740875
"9","10-9","pos",6,2,3,2,"COMPETENCE | AUTONOMY",12,17.6470588235294,38.2352941176471,89.9259125,10.0740875
"9","10-9","pos",6,2,4,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | RELATEDNESS | POPULARITY",6,8.82352941176471,20.5882352941177,89.9259125,10.0740875
"9","10-9","pos",6,2,5,1,"RELATEDNESS",2,2.94117647058824,11.7647058823529,89.9259125,10.0740875
"9","10-9","pos",6,2,6,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | STIMULATION | MEANING",1,1.47058823529412,8.82352941176471,89.9259125,10.0740875
"9","10-9","pos",6,4,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",59,86.7647058823529,100,89.9259125,10.0740875
"9","10-9","pos",6,4,2,8,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | RELATEDNESS | STIMULATION | POPULARITY | MEANING",7,10.2941176470588,13.2352941176471,89.9259125,10.0740875
"9","10-9","pos",6,4,3,0,"",2,2.94117647058824,2.94117647058823,89.9259125,10.0740875
"9","10-9","pos",6,6,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",66,97.0588235294118,100,89.9259125,10.0740875
"9","10-9","pos",6,6,2,6,"FINANCIAL | SECURITY | RELATEDNESS | STIMULATION | POPULARITY | MEANING",2,2.94117647058824,2.94117647058823,89.9259125,10.0740875
"9","10-9","pos",6,8,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",68,100,100,89.9259125,10.0740875
"9","10-9","pos",6,10,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",68,100,100,89.9259125,10.0740875
"9","10-9","pos",7,0,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",1,1.47058823529412,100,92.26735,7.73265
"9","10-9","pos",7,0,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,1.47058823529412,98.5294117647059,92.26735,7.73265
"9","10-9","pos",7,0,3,4,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY",1,1.47058823529412,97.0588235294118,92.26735,7.73265
"9","10-9","pos",7,0,4,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS",1,1.47058823529412,95.5882352941177,92.26735,7.73265
"9","10-9","pos",7,0,5,8,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY",1,1.47058823529412,94.1176470588235,92.26735,7.73265
"9","10-9","pos",7,0,6,3,"FINANCIAL | COMPETENCE | AUTONOMY",1,1.47058823529412,92.6470588235294,92.26735,7.73265
"9","10-9","pos",7,0,7,4,"FINANCIAL | COMPETENCE | AUTONOMY | PHYSICALNESS",1,1.47058823529412,91.1764705882353,92.26735,7.73265
"9","10-9","pos",7,2,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",28,41.1764705882353,100,92.26735,7.73265
"9","10-9","pos",7,2,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",14,20.5882352941176,58.8235294117647,92.26735,7.73265
"9","10-9","pos",7,2,3,2,"COMPETENCE | AUTONOMY",12,17.6470588235294,38.2352941176471,92.26735,7.73265
"9","10-9","pos",7,2,4,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | RELATEDNESS | POPULARITY",6,8.82352941176471,20.5882352941177,92.26735,7.73265
"9","10-9","pos",7,2,5,1,"RELATEDNESS",2,2.94117647058824,11.7647058823529,92.26735,7.73265
"9","10-9","pos",7,2,6,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | STIMULATION | MEANING",1,1.47058823529412,8.82352941176471,92.26735,7.73265
"9","10-9","pos",7,2,7,6,"FINANCIAL | SECURITY | RELATEDNESS | STIMULATION | POPULARITY | MEANING",3,4.41176470588235,7.35294117647059,92.26735,7.73265
"9","10-9","pos",7,4,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",59,86.7647058823529,100,92.26735,7.73265
"9","10-9","pos",7,4,2,8,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | RELATEDNESS | STIMULATION | POPULARITY | MEANING",7,10.2941176470588,13.2352941176471,92.26735,7.73265
"9","10-9","pos",7,4,3,0,"",2,2.94117647058824,2.94117647058823,92.26735,7.73265
"9","10-9","pos",7,6,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",66,97.0588235294118,100,92.26735,7.73265
"9","10-9","pos",7,6,2,6,"FINANCIAL | SECURITY | RELATEDNESS | STIMULATION | POPULARITY | MEANING",2,2.94117647058824,2.94117647058823,92.26735,7.73265
"9","10-9","pos",7,8,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",68,100,100,92.26735,7.73265
"9","10-9","pos",7,10,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",68,100,100,92.26735,7.73265
"9","10-9","pos",8,0,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",1,1.47058823529412,100,94.4241,5.5759
"9","10-9","pos",8,0,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,1.47058823529412,98.5294117647059,94.4241,5.5759
"9","10-9","pos",8,0,3,4,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY",1,1.47058823529412,97.0588235294118,94.4241,5.5759
"9","10-9","pos",8,0,4,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS",1,1.47058823529412,95.5882352941177,94.4241,5.5759
"9","10-9","pos",8,0,5,8,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY",1,1.47058823529412,94.1176470588235,94.4241,5.5759
"9","10-9","pos",8,0,6,3,"FINANCIAL | COMPETENCE | AUTONOMY",1,1.47058823529412,92.6470588235294,94.4241,5.5759
"9","10-9","pos",8,0,7,4,"FINANCIAL | COMPETENCE | AUTONOMY | PHYSICALNESS",1,1.47058823529412,91.1764705882353,94.4241,5.5759
"9","10-9","pos",8,0,8,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | STIMULATION",1,1.47058823529412,89.7058823529412,94.4241,5.5759
"9","10-9","pos",8,2,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",28,41.1764705882353,100,94.4241,5.5759
"9","10-9","pos",8,2,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",14,20.5882352941176,58.8235294117647,94.4241,5.5759
"9","10-9","pos",8,2,3,2,"COMPETENCE | AUTONOMY",12,17.6470588235294,38.2352941176471,94.4241,5.5759
"9","10-9","pos",8,2,4,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | RELATEDNESS | POPULARITY",6,8.82352941176471,20.5882352941177,94.4241,5.5759
"9","10-9","pos",8,2,5,1,"RELATEDNESS",2,2.94117647058824,11.7647058823529,94.4241,5.5759
"9","10-9","pos",8,2,6,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | STIMULATION | MEANING",1,1.47058823529412,8.82352941176471,94.4241,5.5759
"9","10-9","pos",8,2,7,6,"FINANCIAL | SECURITY | RELATEDNESS | STIMULATION | POPULARITY | MEANING",3,4.41176470588235,7.35294117647059,94.4241,5.5759
"9","10-9","pos",8,2,8,6,"FINANCIAL | COMPETENCE | AUTONOMY | PHYSICALNESS | STIMULATION | POPULARITY",2,2.94117647058824,2.94117647058825,94.4241,5.5759
"9","10-9","pos",8,4,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",59,86.7647058823529,100,94.4241,5.5759
"9","10-9","pos",8,4,2,8,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | RELATEDNESS | STIMULATION | POPULARITY | MEANING",7,10.2941176470588,13.2352941176471,94.4241,5.5759
"9","10-9","pos",8,4,3,0,"",2,2.94117647058824,2.94117647058823,94.4241,5.5759
"9","10-9","pos",8,6,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",66,97.0588235294118,100,94.4241,5.5759
"9","10-9","pos",8,6,2,6,"FINANCIAL | SECURITY | RELATEDNESS | STIMULATION | POPULARITY | MEANING",2,2.94117647058824,2.94117647058823,94.4241,5.5759
"9","10-9","pos",8,8,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",68,100,100,94.4241,5.5759
"9","10-9","pos",8,10,1,5,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",68,100,100,94.4241,5.5759
"9","100-9","ext",1,0,1,0,"",1,0.469483568075117,100,30.6824125,69.3175875
"9","100-9","ext",1,2,1,0,"",34,15.962441314554,100,30.6824125,69.3175875
"9","100-9","ext",1,4,1,0,"",121,56.8075117370892,100,30.6824125,69.3175875
"9","100-9","ext",1,6,1,0,"",184,86.3849765258216,100,30.6824125,69.3175875
"9","100-9","ext",1,8,1,0,"",212,99.5305164319249,100,30.6824125,69.3175875
"9","100-9","ext",1,10,1,0,"",213,100,100,30.6824125,69.3175875
"9","100-9","ext",2,0,1,0,"",1,0.469483568075117,100,40.3157,59.6843
"9","100-9","ext",2,0,2,2,"STIMULATION | POPULARITY",1,0.469483568075117,99.5305164319249,40.3157,59.6843
"9","100-9","ext",2,2,1,0,"",34,15.962441314554,100,40.3157,59.6843
"9","100-9","ext",2,2,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",32,15.0234741784038,84.037558685446,40.3157,59.6843
"9","100-9","ext",2,4,1,0,"",121,56.8075117370892,100,40.3157,59.6843
"9","100-9","ext",2,4,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",92,43.1924882629108,43.1924882629108,40.3157,59.6843
"9","100-9","ext",2,6,1,0,"",184,86.3849765258216,100,40.3157,59.6843
"9","100-9","ext",2,6,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",29,13.6150234741784,13.6150234741784,40.3157,59.6843
"9","100-9","ext",2,8,1,0,"",212,99.5305164319249,100,40.3157,59.6843
"9","100-9","ext",2,8,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,0.469483568075117,0.46948356807512,40.3157,59.6843
"9","100-9","ext",2,10,1,0,"",213,100,100,40.3157,59.6843
"9","100-9","ext",3,0,1,0,"",1,0.469483568075117,100,48.1148,51.8852
"9","100-9","ext",3,0,2,2,"STIMULATION | POPULARITY",1,0.469483568075117,99.5305164319249,48.1148,51.8852
"9","100-9","ext",3,0,3,1,"POPULARITY",1,0.469483568075117,99.0610328638498,48.1148,51.8852
"9","100-9","ext",3,2,1,0,"",34,15.962441314554,100,48.1148,51.8852
"9","100-9","ext",3,2,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",32,15.0234741784038,84.037558685446,48.1148,51.8852
"9","100-9","ext",3,2,3,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",29,13.6150234741784,69.0140845070423,48.1148,51.8852
"9","100-9","ext",3,4,1,0,"",121,56.8075117370892,100,48.1148,51.8852
"9","100-9","ext",3,4,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",92,43.1924882629108,43.1924882629108,48.1148,51.8852
"9","100-9","ext",3,6,1,0,"",184,86.3849765258216,100,48.1148,51.8852
"9","100-9","ext",3,6,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",29,13.6150234741784,13.6150234741784,48.1148,51.8852
"9","100-9","ext",3,8,1,0,"",212,99.5305164319249,100,48.1148,51.8852
"9","100-9","ext",3,8,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,0.469483568075117,0.46948356807512,48.1148,51.8852
"9","100-9","ext",3,10,1,0,"",213,100,100,48.1148,51.8852
"9","100-9","ext",4,0,1,0,"",1,0.469483568075117,100,55.6794125,44.3205875
"9","100-9","ext",4,0,2,2,"STIMULATION | POPULARITY",1,0.469483568075117,99.5305164319249,55.6794125,44.3205875
"9","100-9","ext",4,0,3,1,"POPULARITY",1,0.469483568075117,99.0610328638498,55.6794125,44.3205875
"9","100-9","ext",4,0,4,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,0.469483568075117,98.5915492957747,55.6794125,44.3205875
"9","100-9","ext",4,2,1,0,"",34,15.962441314554,100,55.6794125,44.3205875
"9","100-9","ext",4,2,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",32,15.0234741784038,84.037558685446,55.6794125,44.3205875
"9","100-9","ext",4,2,3,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",29,13.6150234741784,69.0140845070423,55.6794125,44.3205875
"9","100-9","ext",4,2,4,3,"COMPETENCE | STIMULATION | POPULARITY",19,8.92018779342723,55.3990610328639,55.6794125,44.3205875
"9","100-9","ext",4,4,1,0,"",121,56.8075117370892,100,55.6794125,44.3205875
"9","100-9","ext",4,4,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",92,43.1924882629108,43.1924882629108,55.6794125,44.3205875
"9","100-9","ext",4,6,1,0,"",184,86.3849765258216,100,55.6794125,44.3205875
"9","100-9","ext",4,6,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",29,13.6150234741784,13.6150234741784,55.6794125,44.3205875
"9","100-9","ext",4,8,1,0,"",212,99.5305164319249,100,55.6794125,44.3205875
"9","100-9","ext",4,8,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,0.469483568075117,0.46948356807512,55.6794125,44.3205875
"9","100-9","ext",4,10,1,0,"",213,100,100,55.6794125,44.3205875
"9","100-9","ext",5,0,1,0,"",1,0.469483568075117,100,61.3713125,38.6286875
"9","100-9","ext",5,0,2,2,"STIMULATION | POPULARITY",1,0.469483568075117,99.5305164319249,61.3713125,38.6286875
"9","100-9","ext",5,0,3,1,"POPULARITY",1,0.469483568075117,99.0610328638498,61.3713125,38.6286875
"9","100-9","ext",5,0,4,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,0.469483568075117,98.5915492957747,61.3713125,38.6286875
"9","100-9","ext",5,0,5,4,"SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",1,0.469483568075117,98.1220657276995,61.3713125,38.6286875
"9","100-9","ext",5,2,1,0,"",34,15.962441314554,100,61.3713125,38.6286875
"9","100-9","ext",5,2,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",32,15.0234741784038,84.037558685446,61.3713125,38.6286875
"9","100-9","ext",5,2,3,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",29,13.6150234741784,69.0140845070423,61.3713125,38.6286875
"9","100-9","ext",5,2,4,3,"COMPETENCE | STIMULATION | POPULARITY",19,8.92018779342723,55.3990610328639,61.3713125,38.6286875
"9","100-9","ext",5,2,5,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | STIMULATION",20,9.38967136150235,46.4788732394366,61.3713125,38.6286875
"9","100-9","ext",5,4,1,0,"",121,56.8075117370892,100,61.3713125,38.6286875
"9","100-9","ext",5,4,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",92,43.1924882629108,43.1924882629108,61.3713125,38.6286875
"9","100-9","ext",5,6,1,0,"",184,86.3849765258216,100,61.3713125,38.6286875
"9","100-9","ext",5,6,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",29,13.6150234741784,13.6150234741784,61.3713125,38.6286875
"9","100-9","ext",5,8,1,0,"",212,99.5305164319249,100,61.3713125,38.6286875
"9","100-9","ext",5,8,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,0.469483568075117,0.46948356807512,61.3713125,38.6286875
"9","100-9","ext",5,10,1,0,"",213,100,100,61.3713125,38.6286875
"9","100-9","ext",6,0,1,0,"",1,0.469483568075117,100,66.8601,33.1399
"9","100-9","ext",6,0,2,2,"STIMULATION | POPULARITY",1,0.469483568075117,99.5305164319249,66.8601,33.1399
"9","100-9","ext",6,0,3,1,"POPULARITY",1,0.469483568075117,99.0610328638498,66.8601,33.1399
"9","100-9","ext",6,0,4,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,0.469483568075117,98.5915492957747,66.8601,33.1399
"9","100-9","ext",6,0,5,4,"SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",1,0.469483568075117,98.1220657276995,66.8601,33.1399
"9","100-9","ext",6,0,6,4,"COMPETENCE | AUTONOMY | PHYSICALNESS | POPULARITY",1,0.469483568075117,97.6525821596244,66.8601,33.1399
"9","100-9","ext",6,2,1,0,"",34,15.962441314554,100,66.8601,33.1399
"9","100-9","ext",6,2,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",32,15.0234741784038,84.037558685446,66.8601,33.1399
"9","100-9","ext",6,2,3,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",29,13.6150234741784,69.0140845070423,66.8601,33.1399
"9","100-9","ext",6,2,4,3,"COMPETENCE | STIMULATION | POPULARITY",19,8.92018779342723,55.3990610328639,66.8601,33.1399
"9","100-9","ext",6,2,5,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | STIMULATION",20,9.38967136150235,46.4788732394366,66.8601,33.1399
"9","100-9","ext",6,2,6,4,"SECURITY | COMPETENCE | AUTONOMY | POPULARITY",16,7.51173708920188,37.0892018779343,66.8601,33.1399
"9","100-9","ext",6,4,1,0,"",121,56.8075117370892,100,66.8601,33.1399
"9","100-9","ext",6,4,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",92,43.1924882629108,43.1924882629108,66.8601,33.1399
"9","100-9","ext",6,6,1,0,"",184,86.3849765258216,100,66.8601,33.1399
"9","100-9","ext",6,6,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",29,13.6150234741784,13.6150234741784,66.8601,33.1399
"9","100-9","ext",6,8,1,0,"",212,99.5305164319249,100,66.8601,33.1399
"9","100-9","ext",6,8,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,0.469483568075117,0.46948356807512,66.8601,33.1399
"9","100-9","ext",6,10,1,0,"",213,100,100,66.8601,33.1399
"9","100-9","ext",7,0,1,0,"",1,0.469483568075117,100,71.794575,28.205425
"9","100-9","ext",7,0,2,2,"STIMULATION | POPULARITY",1,0.469483568075117,99.5305164319249,71.794575,28.205425
"9","100-9","ext",7,0,3,1,"POPULARITY",1,0.469483568075117,99.0610328638498,71.794575,28.205425
"9","100-9","ext",7,0,4,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,0.469483568075117,98.5915492957747,71.794575,28.205425
"9","100-9","ext",7,0,5,4,"SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",1,0.469483568075117,98.1220657276995,71.794575,28.205425
"9","100-9","ext",7,0,6,4,"COMPETENCE | AUTONOMY | PHYSICALNESS | POPULARITY",1,0.469483568075117,97.6525821596244,71.794575,28.205425
"9","100-9","ext",7,0,7,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,0.469483568075117,97.1830985915493,71.794575,28.205425
"9","100-9","ext",7,2,1,0,"",34,15.962441314554,100,71.794575,28.205425
"9","100-9","ext",7,2,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",32,15.0234741784038,84.037558685446,71.794575,28.205425
"9","100-9","ext",7,2,3,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",29,13.6150234741784,69.0140845070423,71.794575,28.205425
"9","100-9","ext",7,2,4,3,"COMPETENCE | STIMULATION | POPULARITY",19,8.92018779342723,55.3990610328639,71.794575,28.205425
"9","100-9","ext",7,2,5,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | STIMULATION",20,9.38967136150235,46.4788732394366,71.794575,28.205425
"9","100-9","ext",7,2,6,4,"SECURITY | COMPETENCE | AUTONOMY | POPULARITY",16,7.51173708920188,37.0892018779343,71.794575,28.205425
"9","100-9","ext",7,2,7,3,"PHYSICALNESS | POPULARITY | MEANING",19,8.92018779342723,29.5774647887324,71.794575,28.205425
"9","100-9","ext",7,4,1,0,"",121,56.8075117370892,100,71.794575,28.205425
"9","100-9","ext",7,4,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",92,43.1924882629108,43.1924882629108,71.794575,28.205425
"9","100-9","ext",7,6,1,0,"",184,86.3849765258216,100,71.794575,28.205425
"9","100-9","ext",7,6,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",29,13.6150234741784,13.6150234741784,71.794575,28.205425
"9","100-9","ext",7,8,1,0,"",212,99.5305164319249,100,71.794575,28.205425
"9","100-9","ext",7,8,2,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,0.469483568075117,0.46948356807512,71.794575,28.205425
"9","100-9","ext",7,10,1,0,"",213,100,100,71.794575,28.205425
"9","100-9","ext",8,0,1,0,"",1,0.469483568075117,100,75.4459125,24.5540875
"9","100-9","ext",8,0,2,2,"STIMULATION | POPULARITY",1,0.469483568075117,99.5305164319249,75.4459125,24.5540875
"9","100-9","ext",8,0,3,1,"POPULARITY",1,0.469483568075117,99.0610328638498,75.4459125,24.5540875
"9","100-9","ext",8,0,4,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",1,0.469483568075117,98.5915492957747,75.4459125,24.5540875
"9","100-9","ext",8,0,5,4,"SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS",1,0.469483568075117,98.1220657276995,75.4459125,24.5540875
"9","100-9","ext",8,0,6,4,"COMPETENCE | AUTONOMY | PHYSICALNESS | POPULARITY",1,0.469483568075117,97.6525821596244,75.4459125,24.5540875
"9","100-9","ext",8,0,7,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",1,0.469483568075117,97.1830985915493,75.4459125,24.5540875
"9","100-9","ext",8,0,8,8,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY",1,0.469483568075117,96.7136150234742,75.4459125,24.5540875
"9","100-9","ext",8,2,1,0,"",34,15.962441314554,100,75.4459125,24.5540875
"9","100-9","ext",8,2,2,3,"COMPETENCE | AUTONOMY | PHYSICALNESS",32,15.0234741784038,84.037558685446,75.4459125,24.5540875
"9","100-9","ext",8,2,3,9,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | RELATEDNESS | STIMULATION | POPULARITY | MEANING",29,13.6150234741784,69.0140845070423,75.4459125,24.5540875
"9","100-9","ext",8,2,4,3,"COMPETENCE | STIMULATION | POPULARITY",19,8.92018779342723,55.3990610328639,75.4459125,24.5540875
"9","100-9","ext",8,2,5,6,"FINANCIAL | SECURITY | COMPETENCE | AUTONOMY | PHYSICALNESS | STIMULATION",20,9.38967136150235,46.4788732394366,75.4459125,24.5540875
"9","100-9","ext",8,2,6,4,"SECURITY | COMPETENCE | AUTONOMY | POPULARITY",16,7.51173708920188,37.0892018779343,75.4459125,24.5540875
